GNSS heading		dr_yaw_angle		yaw_rate_accum_tmp	steer_angle	str_moving_avg_result	stanley_steering_angle	path_angle		dr_yaw_angle		psi			tan_tmp			s			x_error
89.24262000		90.13745646		6.71440585		0		-0.05335618		0.13730897		90.00000154		90.13745607		-0.13730897		-0.34474261		0.46960742		0.20457685
89.24262000		90.16521513		6.74216453		0		-0.01589429		0.16521404		90.00000154		90.16521513		-0.16521404		-0.34686658		0.42467753		0.20583729
89.95902000		89.95723238		6.73358955		0		-0.05909394		-0.04275190		90.00000154		89.95723238		0.04275190		-0.35883581		0.24244402		0.21294023
89.88320000		90.22079320		7.22218019		-500		-35.53830132		-167.76532875		-102.01397990		90.22079320		167.76532875		0.98613057		156.95766016		0.55081359
90.68447000		91.19759827		8.19973809		-500		-0.02365893		-166.79203231		-102.01397990		91.19759827		166.79203231		1.48208414		157.76258013		0.72444452
92.23948000		92.97993530		9.58466316		-500		-0.07865660		-165.00933749		-102.01397990		92.97993530		165.00933749		1.98334857		158.48350910		0.90037467
95.55024000		95.62043894		11.55932399		-500		-0.01873398		-162.38969076		-102.01397990		95.62043894		162.38969076		2.92335020		159.33711212		1.12346093
95.55024000		96.65146592		12.59035097		-500		-105.63232602		-161.34287242		-102.01397990		96.65146592		161.34287242		3.75498644		159.51877010		1.18135558
97.79722000		98.52498402		13.55734841		-500		0.06511384		-159.46414070		-102.01397990		98.52498402		159.46414070		4.55503525		159.81634080		1.27469240
99.98830000		100.35668941		14.43327230		-500		-11.59180598		-157.63272666		-102.01397990		100.35668941		157.63272666		4.78040537		160.03036172		1.33804724
99.98830000		101.10074548		15.17732836		-500		-140.07538344		-156.88999667		-102.01397990		101.10074548		156.88999667		5.60346356		160.11861626		1.37356643
103.68400000		103.89482605		16.32110839		-500		-92.25371051		-154.09278361		-102.01397990		103.89482605		154.09278361		6.96381131		160.36009856		1.46572169
105.49593000		105.51634503		16.51719361		-500		-161.65781562		-152.46975481		-102.01397990		105.51634503		152.46975481		7.05939308		160.42555734		1.48604311
105.49593000		105.48459760		16.48544618		-500		-160.50193181		-152.50138419		-102.01397990		105.48459760		152.50138419		8.49022965		160.43917936		1.49276670
103.52739000		103.59025310		16.54707336		-500		-159.41539530		-154.39581152		-102.01397990		103.59025310		154.39581152		8.44308258		160.42836843		1.48435565
103.52739000		103.50193726		16.53419986		-500		-141.52302586		-154.48400043		-102.01397990		103.50193726		154.48400043		8.44308258		160.42836843		1.48435565
103.52739000		103.53455939		16.56249442		-500		-157.41691452		-154.45145325		-102.01397990		103.53455939		154.45145325		8.44308258		160.42836843		1.48435565
103.52739000		103.51113380		16.53906883		-500		-156.65715088		-154.47485474		-102.01397990		103.51113380		154.47485474		8.44308258		160.42836843		1.48435565
103.52739000		103.54775319		16.55884719		-500		-152.88997971		-154.43820917		-102.01397990		103.54775319		154.43820917		8.44308258		160.42836843		1.48435565
103.52739000		103.52790073		16.55804020		-500		-55.79303880		-154.45812910		-102.01397990		103.52790071		154.45812910		8.44308258		160.42836843		1.48435565
103.52739000		103.52761398		16.55103470		-500		-37.66942741		-154.45844845		-102.01397990		103.52761398		154.45844845		8.44308258		160.42836843		1.48435565
103.52739000		103.52731766		16.55073839		-500		-154.22837602		-154.45867454		-102.01397990		103.52731766		154.45867454		8.44308258		160.42836843		1.48435565
103.52739000		103.53612067		16.55854904		-500		-103.71081332		-154.44993035		-102.01397990		103.53612067		154.44993035		8.44308258		160.42836843		1.48435565
103.52739000		103.52760093		16.56274755		-500		-40.56079776		-154.45840795		-102.01397990		103.52760093		154.45840795		8.44308258		160.42836843		1.48435565
103.52739000		103.52421681		16.55936343		-500		-154.45551604		-154.46180380		-102.01397990		103.52421681		154.46180380		8.44308258		160.42836843		1.48435565
